fitness,lr0,lrf,momentum,weight_decay,warmup_epochs,warmup_momentum,box,cls,dfl,hsv_h,hsv_s,hsv_v,degrees,translate,scale,shear,perspective,flipud,fliplr,bgr,mosaic,mixup,copy_paste
0.21268,0.00884,0.00871,0.98,0.00061,2.85159,0.48692,3.99228,0.73248,2.12929,0.01016,0.79652,0.47424,0.0,0.03947,0.3141,0.0,0.0,0.0,0.54798,0.0,1.0,0.0,0.0
0.21631,0.00851,0.00835,0.96953,0.0005,3.223,0.95,3.68646,0.62214,1.72918,0.01593,0.77318,0.53275,0.0,0.05629,0.22964,0.0,0.0,0.0,0.62361,0.0,1.0,0.0,0.0
0.09502,0.00971,0.00852,0.95605,0.00046,2.98276,0.89508,2.72391,0.54796,1.72603,0.0115,0.71753,0.47021,0.0,0.06137,0.31222,0.0,0.0,0.0,0.60344,0.0,0.78716,0.0,0.0
0.14987,0.01001,0.00871,0.96401,0.00053,2.9469,0.90284,4.09009,0.56521,1.91904,0.01343,0.71321,0.45654,0.0,0.06496,0.27222,0.0,0.0,0.0,0.5826,0.0,0.98766,0.0,0.0
0.22998,0.00748,0.00802,0.88477,0.00047,2.9031,0.75495,4.48243,0.59316,1.61258,0.01405,0.64666,0.56466,0.0,0.0563,0.29459,0.0,0.0,0.0,0.63049,0.0,0.96722,0.0,0.0
0.19217,0.00748,0.00811,0.89049,0.00049,2.81398,0.76102,4.51516,0.59303,1.64162,0.01405,0.64666,0.56353,0.0,0.0547,0.28662,0.0,0.0,0.0,0.62738,0.0,0.94314,0.0,0.0
0.0819,0.00955,0.00854,0.95893,0.00051,2.80874,0.90246,4.20224,0.59495,1.83688,0.01297,0.68879,0.47118,0.0,0.05978,0.31195,0.0,0.0,0.0,0.53935,0.0,1.0,0.0,0.0
0.23972,0.0069,0.00871,0.88078,0.00042,2.88805,0.89594,4.06949,0.59538,2.1524,0.01276,0.75852,0.56336,0.0,0.05267,0.33975,0.0,0.0,0.0,0.5159,0.0,0.79512,0.0,0.0
0.21292,0.00775,0.00806,0.86738,0.00038,2.82506,0.66443,5.61915,0.59316,1.23911,0.01297,0.55532,0.56466,0.0,0.0489,0.29459,0.0,0.0,0.0,0.87781,0.0,1.0,0.0,0.0
0.21781,0.00763,0.00772,0.88037,0.00045,2.87641,0.75495,4.31452,0.56359,1.59892,0.01389,0.706,0.57883,0.0,0.05456,0.2897,0.0,0.0,0.0,0.62436,0.0,0.9682,0.0,0.0
0.14351,0.00681,0.00867,0.87544,0.00042,2.82128,0.89141,4.15057,0.59698,2.17623,0.01278,0.80324,0.56336,0.0,0.05267,0.34011,0.0,0.0,0.0,0.50253,0.0,0.80007,0.0,0.0
0.24032,0.00666,0.00706,0.90093,0.00042,2.88805,0.90766,4.06949,0.59538,1.82631,0.01274,0.7172,0.54063,0.0,0.05291,0.33975,0.0,0.0,0.0,0.54244,0.0,0.79512,0.0,0.0
0.2112,0.00637,0.00706,0.9621,0.00041,2.85911,0.95,4.09427,0.49013,1.48294,0.01039,0.7172,0.49138,0.0,0.04998,0.30822,0.0,0.0,0.0,0.52396,0.0,0.79512,0.0,0.0
0.21113,0.00742,0.00958,0.92893,0.00046,2.9469,0.88284,4.06949,0.59538,1.85675,0.01261,0.51889,0.40136,0.0,0.0661,0.31181,0.0,0.0,0.0,0.54798,0.0,0.8638,0.0,0.0
0.21993,0.0078,0.00783,0.88078,0.00044,2.88805,0.70888,4.78941,0.50019,2.35498,0.01779,0.75852,0.51936,0.0,0.05267,0.33569,0.0,0.0,0.0,0.5159,0.0,0.72835,0.0,0.0
0.23083,0.00727,0.00706,0.89269,0.00042,3.2419,0.90766,3.87342,0.59538,1.82631,0.01308,0.66379,0.54063,0.0,0.04942,0.33655,0.0,0.0,0.0,0.54244,0.0,0.75931,0.0,0.0
0.24437,0.0069,0.01041,0.88078,0.00032,2.50522,0.89594,2.59147,0.71784,2.1524,0.01276,0.68437,0.67113,0.0,0.05267,0.3502,0.0,0.0,0.0,0.64599,0.0,0.89553,0.0,0.0
0.19373,0.00504,0.01506,0.82862,0.00028,2.49482,0.77289,2.47541,0.86882,2.1524,0.01495,0.63002,0.67113,0.0,0.05615,0.39474,0.0,0.0,0.0,0.7291,0.0,0.89553,0.0,0.0
0.20723,0.00674,0.0092,0.88872,0.00042,2.53287,0.83496,4.06327,0.54812,2.51747,0.01431,0.77282,0.6666,0.0,0.05356,0.33975,0.0,0.0,0.0,0.5213,0.0,0.68983,0.0,0.0
0.20655,0.00751,0.01171,0.88925,0.00031,2.65899,0.95,2.70913,0.67769,2.23319,0.01209,0.60442,0.72178,0.0,0.04764,0.34279,0.0,0.0,0.0,0.65479,0.0,0.80487,0.0,0.0
0.19607,0.00689,0.00872,0.88054,0.00042,2.88468,0.8957,4.06605,0.59538,2.1524,0.01277,0.75852,0.56336,0.0,0.05264,0.33975,0.0,0.0,0.0,0.5156,0.0,0.79443,0.0,0.0
0.24465,0.00674,0.01041,0.88078,0.00032,2.41964,0.89026,2.49873,0.72623,1.98841,0.01276,0.65946,0.6461,0.0,0.05332,0.33192,0.0,0.0,0.0,0.6384,0.0,0.88982,0.0,0.0
0.22344,0.00752,0.00691,0.89914,0.00046,2.88805,0.94467,4.20982,0.54865,1.79659,0.01332,0.7172,0.56047,0.0,0.05747,0.31749,0.0,0.0,0.0,0.53614,0.0,0.79512,0.0,0.0
0.21669,0.00688,0.00868,0.88797,0.00042,2.79061,0.95,4.08807,0.57298,2.12469,0.0121,0.64341,0.50942,0.0,0.04846,0.38598,0.0,0.0,0.0,0.5159,0.0,0.75958,0.0,0.0
0.20441,0.007,0.01015,0.86192,0.00032,2.49723,0.87423,2.49873,0.76094,1.98841,0.01109,0.65946,0.68381,0.0,0.05332,0.33192,0.0,0.0,0.0,0.58856,0.0,0.90629,0.0,0.0
0.21136,0.00686,0.00846,0.89433,0.00047,2.59335,0.68872,4.06949,0.65112,1.82631,0.00981,0.73866,0.54063,0.0,0.05824,0.38017,0.0,0.0,0.0,0.50229,0.0,0.79512,0.0,0.0
0.21656,0.00683,0.01078,0.8806,0.00033,2.48125,0.88151,2.51061,0.72623,2.06831,0.01304,0.65946,0.65082,0.0,0.05332,0.33192,0.0,0.0,0.0,0.65483,0.0,0.87484,0.0,0.0
0.23245,0.0069,0.01041,0.86653,0.00031,2.54415,0.86048,2.63004,0.70783,2.27155,0.01331,0.63934,0.65356,0.0,0.05312,0.36992,0.0,0.0,0.0,0.64599,0.0,0.91079,0.0,0.0
0.22531,0.0072,0.01112,0.84523,0.00026,2.57071,0.86217,2.62638,0.84402,2.3594,0.01622,0.72469,0.8124,0.0,0.05445,0.3502,0.0,0.0,0.0,0.6416,0.0,1.0,0.0,0.0
0.25152,0.00646,0.01066,0.88084,0.00032,2.54598,0.88055,2.29159,0.71236,2.04663,0.01276,0.65188,0.65275,0.0,0.05229,0.33192,0.0,0.0,0.0,0.6384,0.0,0.88982,0.0,0.0
0.21953,0.0061,0.00908,0.84339,0.00041,3.45624,0.80922,2.73401,0.71236,2.53758,0.01683,0.65188,0.80639,0.0,0.05229,0.31832,0.0,0.0,0.0,0.75118,0.0,0.79198,0.0,0.0
0.15424,0.00622,0.01376,0.88216,0.00028,2.59785,0.90489,2.2526,0.72623,2.24747,0.01009,0.85444,0.39238,0.0,0.06071,0.38961,0.0,0.0,0.0,0.68223,0.0,0.88982,0.0,0.0
0.25455,0.00771,0.01041,0.82161,0.00026,1.59433,0.89026,2.5462,0.72623,2.118,0.01276,0.74534,0.6461,0.0,0.05388,0.32241,0.0,0.0,0.0,0.61564,0.0,0.95061,0.0,0.0
0.26888,0.0063,0.00975,0.87024,0.00031,2.23263,0.88386,2.29159,0.71789,2.07235,0.01277,0.66911,0.64533,0.0,0.04935,0.33,0.0,0.0,0.0,0.61575,0.0,0.85246,0.0,0.0
0.21605,0.00504,0.01021,0.87024,0.00037,2.23263,0.88386,2.29159,0.92091,2.52212,0.01259,0.84255,0.64533,0.0,0.04935,0.33,0.0,0.0,0.0,0.57078,0.0,0.87937,0.0,0.0
0.23714,0.00662,0.01047,0.87024,0.00031,2.25926,0.88386,2.47491,0.68788,1.97579,0.01118,0.66911,0.70961,0.0,0.04551,0.31301,0.0,0.0,0.0,0.6552,0.0,0.85246,0.0,0.0
0.16384,0.00711,0.01104,0.79638,0.00027,1.709,0.73945,2.81165,0.67623,2.09673,0.01096,0.74534,0.70025,0.0,0.04637,0.31753,0.0,0.0,0.0,0.61564,0.0,0.99907,0.0,0.0
0.24176,0.00631,0.00802,0.85077,0.00032,2.49199,0.87552,2.48491,0.71236,2.04663,0.01276,0.6063,0.7634,0.0,0.05245,0.32535,0.0,0.0,0.0,0.68392,0.0,0.76701,0.0,0.0
0.16066,0.00602,0.01164,0.84666,0.00031,2.27612,0.87648,2.79406,0.71789,1.93712,0.01139,0.69544,0.64533,0.0,0.05431,0.33,0.0,0.0,0.0,0.6541,0.0,0.85246,0.0,0.0
0.24686,0.00656,0.01053,0.87695,0.00032,2.55094,0.88055,2.29159,0.72851,2.00412,0.01283,0.66006,0.65431,0.0,0.05229,0.33192,0.0,0.0,0.0,0.6385,0.0,0.88982,0.0,0.0
0.17339,0.00687,0.01066,0.8407,0.00032,2.42361,0.86376,2.11519,0.6928,1.65424,0.01164,0.67373,0.65275,0.0,0.05166,0.37533,0.0,0.0,0.0,0.60108,0.0,0.77678,0.0,0.0
0.14099,0.00761,0.01496,0.84846,0.00025,2.71781,0.9227,1.82854,0.70795,1.804,0.01094,0.77946,0.43261,0.0,0.04198,0.33362,0.0,0.0,0.0,0.69513,0.0,1.0,0.0,0.0
0.23885,0.00721,0.01066,0.88084,0.00032,2.61587,0.88055,2.29159,0.69391,2.1891,0.01269,0.69033,0.64121,0.0,0.05862,0.33192,0.0,0.0,0.0,0.67107,0.0,0.91963,0.0,0.0
0.23452,0.00504,0.01158,0.90633,0.0003,1.87615,0.88386,1.79598,0.61491,2.23309,0.01002,0.71318,0.62787,0.0,0.0413,0.33,0.0,0.0,0.0,0.62941,0.0,0.8517,0.0,0.0
0.25453,0.00553,0.0077,0.9122,0.00026,2.74785,0.93451,1.90367,0.76928,2.46125,0.01348,0.63274,0.57116,0.0,0.05343,0.29923,0.0,0.0,0.0,0.70314,0.0,0.76278,0.0,0.0
0.27832,0.00757,0.0099,0.82658,0.00022,1.59433,0.92886,2.5462,0.71163,1.92563,0.01152,0.76192,0.6631,0.0,0.05195,0.33233,0.0,0.0,0.0,0.61564,0.0,0.90256,0.0,0.0
0.205,0.00761,0.00995,0.82124,0.00023,1.52593,0.9355,2.56987,0.72799,1.95737,0.01193,0.7102,0.71627,0.0,0.05399,0.34285,0.0,0.0,0.0,0.60762,0.0,0.89222,0.0,0.0
0.18228,0.00519,0.00889,0.98,0.00033,2.14599,0.88386,2.05958,0.68599,2.24435,0.01009,0.9,0.64533,0.0,0.0527,0.33,0.0,0.0,0.0,0.61014,0.0,1.0,0.0,0.0
0.21917,0.0063,0.00975,0.86627,0.00031,2.23263,0.87469,2.28501,0.71789,2.12959,0.01265,0.67643,0.65027,0.0,0.049,0.32288,0.0,0.0,0.0,0.61689,0.0,0.83376,0.0,0.0
0.20457,0.0063,0.00979,0.85907,0.0003,2.06946,0.88158,2.31024,0.63034,1.95334,0.01277,0.73478,0.64533,0.0,0.05044,0.35303,0.0,0.0,0.0,0.63821,0.0,0.76288,0.0,0.0
0.23536,0.00757,0.01046,0.82658,0.00022,1.57059,0.93336,2.5462,0.72336,1.94349,0.01151,0.76192,0.6631,0.0,0.05171,0.32591,0.0,0.0,0.0,0.62269,0.0,0.86932,0.0,0.0
0.2039,0.00662,0.00975,0.88192,0.00034,2.30562,0.92252,2.29159,0.71789,2.11265,0.01196,0.66911,0.61224,0.0,0.04881,0.30663,0.0,0.0,0.0,0.61651,0.0,0.80676,0.0,0.0
0.22602,0.00625,0.00987,0.86654,0.00031,2.19616,0.88386,2.31312,0.71789,2.07794,0.01275,0.67981,0.64533,0.0,0.04855,0.33,0.0,0.0,0.0,0.59923,0.0,0.83885,0.0,0.0
0.23739,0.0074,0.01074,0.82239,0.00022,1.70719,0.91307,2.5462,0.71163,2.03879,0.01248,0.75329,0.65069,0.0,0.0555,0.32431,0.0,0.0,0.0,0.61564,0.0,0.86488,0.0,0.0
0.24066,0.00756,0.00989,0.82835,0.00022,1.58929,0.92193,2.53358,0.71163,1.9361,0.01151,0.75888,0.6583,0.0,0.05277,0.32702,0.0,0.0,0.0,0.60565,0.0,0.89513,0.0,0.0
0.1365,0.0069,0.00974,0.87173,0.00018,1.6267,0.95,2.35045,0.75722,1.92563,0.01258,0.7975,0.64045,0.0,0.05776,0.33233,0.0,0.0,0.0,0.67011,0.0,0.97038,0.0,0.0
0.2245,0.00849,0.00889,0.83472,0.00021,1.72937,0.87385,2.37079,0.71163,1.79042,0.01252,0.9,0.71221,0.0,0.0464,0.34261,0.0,0.0,0.0,0.61458,0.0,0.89982,0.0,0.0
0.21822,0.00809,0.01051,0.82658,0.00023,1.457,0.88835,2.69521,0.68331,1.92563,0.01131,0.76192,0.69418,0.0,0.05195,0.30923,0.0,0.0,0.0,0.61564,0.0,0.96523,0.0,0.0
0.15294,0.00757,0.00765,0.82658,0.00022,1.90528,0.93367,2.5462,0.845,1.90618,0.01007,0.64944,0.61908,0.0,0.04089,0.29994,0.0,0.0,0.0,0.55373,0.0,0.85171,0.0,0.0
0.22849,0.00769,0.00972,0.82739,0.00022,1.57816,0.93,2.5462,0.73282,1.92563,0.01152,0.74946,0.63249,0.0,0.05247,0.32565,0.0,0.0,0.0,0.65654,0.0,0.95748,0.0,0.0
0.24599,0.00728,0.01092,0.83342,0.00022,1.40237,0.90343,2.7596,0.72946,1.92563,0.01157,0.76192,0.68246,0.0,0.0474,0.3135,0.0,0.0,0.0,0.58872,0.0,0.90276,0.0,0.0
0.26377,0.00756,0.00989,0.82648,0.00022,1.59433,0.92886,2.54747,0.71163,1.92253,0.01152,0.76457,0.6637,0.0,0.05195,0.33233,0.0,0.0,0.0,0.61665,0.0,0.90256,0.0,0.0
0.264,0.00743,0.00682,0.8259,0.0002,2.86545,0.86895,2.27153,0.60102,1.78266,0.01277,0.61622,0.6837,0.0,0.05585,0.33887,0.0,0.0,0.0,0.2725,0.0,0.69752,0.0,0.0
0.23093,0.00632,0.00975,0.87084,0.00031,2.23263,0.88736,2.30241,0.71734,2.07235,0.01277,0.66911,0.64987,0.0,0.04895,0.33,0.0,0.0,0.0,0.61575,0.0,0.84807,0.0,0.0
0.21734,0.0063,0.00901,0.8944,0.00033,2.39971,0.88386,2.29159,0.71789,2.33519,0.01277,0.64184,0.64533,0.0,0.04574,0.33,0.0,0.0,0.0,0.76369,0.0,0.85246,0.0,0.0
0.23324,0.00746,0.00978,0.83488,0.00022,1.63599,0.92947,2.55124,0.70294,1.9284,0.01153,0.76396,0.67235,0.0,0.05195,0.33321,0.0,0.0,0.0,0.60877,0.0,0.8901,0.0,0.0
0.2316,0.00729,0.0095,0.82658,0.00022,1.59433,0.95,2.60367,0.71163,2.05361,0.01152,0.78962,0.68981,0.0,0.05299,0.33233,0.0,0.0,0.0,0.64687,0.0,0.85004,0.0,0.0
0.25854,0.00602,0.01093,0.8635,0.00029,2.38834,0.76383,2.29159,0.71789,1.67815,0.01199,0.80032,0.51144,0.0,0.05905,0.31092,0.0,0.0,0.0,0.45551,0.0,0.89551,0.0,0.0
0.19646,0.00765,0.0079,0.80373,0.00027,1.59433,0.79722,2.64224,0.67505,2.51357,0.00781,0.52382,0.71659,0.0,0.05337,0.33233,0.0,0.0,0.0,0.50957,0.0,0.92279,0.0,0.0
0.23966,0.00757,0.01092,0.82658,0.00021,1.59433,0.92886,2.5431,0.8319,1.76949,0.01152,0.69184,0.67285,0.0,0.04355,0.35775,0.0,0.0,0.0,0.69831,0.0,0.9279,0.0,0.0
0.17671,0.00673,0.0097,0.91611,0.00036,2.13458,0.88386,2.66674,0.63166,1.86797,0.01232,0.84674,0.72278,0.0,0.04835,0.33,0.0,0.0,0.0,0.55647,0.0,1.0,0.0,0.0
0.22249,0.00738,0.00688,0.82202,0.0002,2.88996,0.84623,2.27788,0.60866,1.77221,0.01273,0.63094,0.68487,0.0,0.05521,0.33838,0.0,0.0,0.0,0.26856,0.0,0.69752,0.0,0.0
0.25392,0.00703,0.00732,0.8259,0.00021,2.78348,0.95,2.1771,0.59798,1.82543,0.01284,0.61622,0.68181,0.0,0.05585,0.35243,0.0,0.0,0.0,0.22183,0.0,0.57442,0.0,0.0
0.22259,0.00757,0.00936,0.84204,0.00023,1.60073,0.88787,2.6253,0.71652,1.91598,0.01152,0.83565,0.62618,0.0,0.05195,0.2929,0.0,0.0,0.0,0.66217,0.0,0.86876,0.0,0.0
0.21765,0.00745,0.01091,0.82538,0.00022,1.64315,0.95,2.5462,0.71163,2.0346,0.01243,0.7589,0.6275,0.0,0.05195,0.33697,0.0,0.0,0.0,0.63318,0.0,0.97039,0.0,0.0
0.22749,0.00766,0.00993,0.82573,0.00022,1.5755,0.92886,2.55897,0.70911,1.92563,0.01148,0.77383,0.6631,0.0,0.05196,0.33233,0.0,0.0,0.0,0.6235,0.0,0.90474,0.0,0.0
0.27094,0.00615,0.01022,0.85701,0.00032,2.22602,0.91965,2.29159,0.72944,1.98532,0.01319,0.71383,0.63423,0.0,0.0509,0.33195,0.0,0.0,0.0,0.61647,0.0,0.85246,0.0,0.0
0.22265,0.00862,0.00961,0.80979,0.00024,1.37007,0.79174,2.00472,0.66592,1.92563,0.01179,0.81206,0.59501,0.0,0.04699,0.36532,0.0,0.0,0.0,0.80995,0.0,0.79655,0.0,0.0
0.19476,0.00626,0.01118,0.82147,0.00025,1.53745,0.78497,2.57136,0.70357,2.02115,0.01164,0.8825,0.73911,0.0,0.05008,0.33233,0.0,0.0,0.0,0.712,0.0,0.87658,0.0,0.0
0.21957,0.00757,0.0099,0.82658,0.00019,1.59433,0.92886,2.32936,0.72846,2.03241,0.01256,0.80573,0.78522,0.0,0.05258,0.33233,0.0,0.0,0.0,0.61564,0.0,0.84859,0.0,0.0
0.25112,0.00639,0.00924,0.86756,0.00029,2.23263,0.84073,2.37306,0.66834,2.13803,0.01398,0.70204,0.60174,0.0,0.04935,0.32288,0.0,0.0,0.0,0.57351,0.0,0.85246,0.0,0.0
0.23483,0.00618,0.01031,0.93152,0.00032,2.22602,0.91965,2.17897,0.63903,1.60576,0.013,0.71762,0.63423,0.0,0.05496,0.40457,0.0,0.0,0.0,0.78091,0.0,0.7015,0.0,0.0
0.1337,0.00489,0.01006,0.87024,0.00025,2.24374,0.95,1.89099,0.72258,2.02477,0.01277,0.79821,0.62278,0.0,0.05027,0.37502,0.0,0.0,0.0,0.61575,0.0,0.8509,0.0,0.0
0.18863,0.00634,0.00975,0.94259,0.00031,2.46339,0.95,2.14905,0.57855,2.15436,0.01189,0.76411,0.82088,0.0,0.04539,0.33691,0.0,0.0,0.0,0.61575,0.0,0.67396,0.0,0.0
0.22445,0.00596,0.01104,0.87024,0.00031,2.33217,0.91006,2.47691,0.77131,2.29903,0.01099,0.74001,0.74628,0.0,0.05707,0.35053,0.0,0.0,0.0,0.62453,0.0,0.98639,0.0,0.0
0.24965,0.00768,0.00991,0.83027,0.00022,1.62056,0.92886,2.5462,0.7087,1.88603,0.01142,0.75362,0.66565,0.0,0.05158,0.33161,0.0,0.0,0.0,0.63489,0.0,0.90256,0.0,0.0
0.1566,0.0061,0.01028,0.85885,0.00032,2.19549,0.91934,2.29461,0.72944,1.98703,0.0132,0.71383,0.62853,0.0,0.05029,0.33212,0.0,0.0,0.0,0.61647,0.0,0.85532,0.0,0.0
0.24375,0.00482,0.01056,0.94689,0.00028,1.88252,0.95,2.22374,0.71406,1.98532,0.0105,0.63449,0.6001,0.0,0.05305,0.29722,0.0,0.0,0.0,0.60809,0.0,0.85543,0.0,0.0
